epoch,avg_loss
1,0.21922852273892474
2,0.08212608669918996
3,0.07120503655738301
4,0.06565444126173302
5,0.06294716339420389
6,0.060625275845328966
7,0.057268907458142
8,0.05588828058844363
9,0.059741150262179195
10,0.05427575532484938
11,0.056211596465221156
12,0.056210149398280514
13,0.05525456541942225
14,0.050685858464351405
15,0.05038588507445874
16,0.05283783529367712
17,0.0514474591060921
18,0.05286158321632279
19,0.052174578927181386
20,0.05136519024631491
